Transaction ID, Latency
1032, 10559
1034, 6777
1036, 1865
1037, 1857
1038, 1125
1039, 1405
1040, 2045
1035, 13431
1041, 5073
1042, 10008
1044, 7006
1045, 1266
1046, 1510
1047, 926
1048, 717
1049, 1459
1050, 2320
1043, 14351
1051, 2480
1053, 1313
1054, 2157
1055, 2068
1056, 1265
1057, 1951
1058, 2194
1052, 8935
1059, 1979
1060, 3797
1062, 3566
1061, 4180
1064, 1632
1063, 8828
1065, 8294
1068, 1458
1066, 8665
1067, 11298
1070, 8721
1071, 3144
1072, 2846
1069, 13469
1074, 1209
1075, 1450
1076, 2275
1077, 2713
1078, 2595
1079, 3527
1073, 10428
1080, 3082
1081, 18202
1083, 18060
1082, 23238
1084, 10897
1085, 10121
1086, 6343
1088, 2458
1087, 4017
1089, 9626
1090, 8442
1091, 7963
1092, 2411
1094, 1259
1095, 1576
1093, 8662
1097, 5208
1098, 1911
1099, 3438
1100, 2887
1101, 1849
1096, 14454
1103, 1746
1104, 1663
1105, 2232
1106, 2240
1107, 2396
1108, 2362
1109, 2243
1110, 1600
1102, 14305
1112, 2374
1111, 5837
1113, 5115
1115, 2045
1116, 1656
1117, 2656
1118, 3030
1119, 2124
1114, 12318
1120, 2000
1121, 1602
1122, 811
1123, 1509
1126, 961
1125, 2128
1127, 1776
1128, 3089
1129, 2822
1130, 3531
1131, 3955
1124, 12720
1132, 2593
1133, 1164
1134, 1743
1136, 1956
1137, 2402
1138, 2290
1135, 5850
1139, 1826
1140, 1650
1142, 1608
1143, 1785
1144, 2118
1145, 2343
1146, 1716
1147, 1165
1141, 8839
1148, 1611
1149, 1546
1150, 6874
1152, 8037
1153, 3176
1154, 2056
1155, 1529
1156, 1820
1157, 2300
1158, 2513
1159, 2488
1151, 18939
1160, 2504
1161, 1502
1162, 1221
1164, 905
1165, 1135
1166, 1930
1167, 2044
1168, 1975
1169, 1606
1170, 1567
1171, 1891
1172, 1542
1173, 1398
1163, 11545
1174, 1443
1175, 993
1176, 1125
1178, 993
1179, 995
1181, 1250
1180, 2810
1182, 2302
1183, 2735
1184, 3442
1185, 2604
1186, 1483
1177, 12386
1187, 1545
1190, 1196
1188, 2208
1189, 4994
1192, 3047
1193, 1875
1194, 2868
1195, 2063
1196, 1456
1191, 9386
1197, 2643
1198, 14639
1200, 15807
1199, 23787
1202, 11489
1201, 21742
1203, 13015
1204, 7244
1206, 3287
1207, 2054
1208, 1804
1205, 10634
1209, 4651
1210, 11482
1211, 8291
1212, 8563
1213, 1934
1214, 2298
1216, 1609
1217, 2287
1218, 2615
1219, 2139
1215, 9175
1220, 3902
1221, 3735
1222, 5138
1223, 4996
1224, 11752
1225, 8593
1226, 9211
1227, 2661
1228, 13554
1230, 12228
1229, 14934
1231, 3226
1232, 7088
1234, 5504
1233, 10914
1236, 6193
1237, 4299
1238, 3850
1239, 3137
1240, 2252
1235, 15600
1241, 3300
1243, 1772
1242, 5132
1245, 3846
1246, 3484
1247, 3408
1248, 2573
1244, 12648
1250, 2907
1249, 10510
1252, 6846
1253, 2387
1251, 10816
1254, 3558
1255, 1360
1256, 1579
1257, 1481
1006, 480065
1260, 1387
1261, 2514
1258, 6583
1262, 3943
1263, 6764
1265, 5990
1264, 11366
1267, 5049
1266, 8191
1269, 2134
1270, 2105
1268, 8982
1272, 4591
1271, 5722
1259, 29434
1273, 2731
1277, 2128
1276, 3028
1275, 6953
1279, 2592
1280, 1170
1282, 937
1278, 7686
1281, 4662
1283, 5432
1284, 4629
1286, 4930
1287, 9826
1285, 15943
1288, 9594
1289, 6518
1290, 17193
1291, 24819
1292, 23045
1293, 7143
1294, 4778
1296, 5975
1297, 4514
1295, 15609
1298, 9282
1299, 15805
1301, 10087
1300, 21288
1302, 10720
1303, 4883
1304, 8503
1305, 9708
1306, 17243
1307, 11694
1308, 11673
1309, 3839
1311, 1596
1310, 3024
1313, 1983
1314, 2836
1315, 3138
1316, 2487
1312, 8587
1318, 2375
1319, 2110
1320, 2651
1317, 11744
1321, 7672
1322, 7987
1324, 3488
1325, 3311
1326, 3300
1323, 9782
1327, 3548
1328, 2310
1329, 8722
1330, 15318
1331, 15931
1332, 17753
1334, 9719
1333, 11341
1337, 5840
1335, 8344
1336, 10125
1338, 10393
1339, 11137
1340, 13418
1341, 6902
1342, 20360
1343, 18304
1344, 19233
1345, 3453
1346, 2394
1347, 1733
1348, 7471
1349, 7949
1350, 7623
1351, 7128
1352, 6666
1353, 6561
1355, 1094
1354, 5372
1356, 5375
1357, 4805
1358, 1999
1359, 1201
1360, 2651
1362, 2582
1361, 8220
1364, 7439
1365, 3967
1366, 2186
1363, 11802
1367, 3377
1368, 3412
1370, 2050
1371, 3073
1372, 3763
1369, 8677
1373, 2731
1274, 282453
1376, 2761
1377, 2869
1374, 5985
1378, 2318
1379, 1757
1380, 1413
1381, 1916
1382, 2062
1383, 2837
1384, 9494
1385, 9739
1386, 12675
1387, 7239
1388, 6281
1375, 28079
1389, 8739
1392, 7146
1393, 1707
1394, 2701
1395, 2240
1390, 15894
1397, 2929
1396, 4156
1398, 1734
1399, 7948
1401, 7131
1400, 9489
1402, 1479
1404, 2405
1405, 3356
1406, 2572
1407, 3265
1408, 2940
1409, 1919
1403, 12743
1411, 1831
1410, 8072
1413, 6480
1412, 22261
1415, 19748
1416, 9151
1414, 39175
1417, 15762
1418, 24457
1419, 15882
1421, 5393
1422, 4751
1423, 4637
1424, 5070
1420, 27439
1425, 6271
1426, 5031
1427, 3999
1428, 2390
1429, 5697
1430, 6000
1431, 8902
1433, 13919
1432, 17109
1435, 7615
1434, 20028
1436, 7715
1437, 4460
1439, 3435
1440, 2702
1438, 10076
1441, 5196
1443, 3339
1442, 8375
1445, 2445
1444, 6036
1446, 4580
1448, 6406
1447, 9436
1449, 5570
1450, 2833
1452, 2673
1453, 2951
1451, 8604
1455, 3991
1454, 5405
1391, 192288
1456, 2439
1458, 2474
1460, 6402
1457, 13286
1461, 10054
1459, 14045
1464, 27210
1463, 29830
1465, 26673
1466, 9098
1467, 9146
1468, 8897
1469, 5139
1471, 36440
1473, 7878
1472, 46149
1474, 6496
1475, 6515
1476, 4389
1477, 4376
1478, 5022
1470, 81356
1480, 17874
1479, 28004
1482, 9963
1484, 11252
1485, 16701
1486, 4061
1481, 47572
1488, 6442
1487, 10285
1490, 6714
1483, 55857
1491, 3648
1493, 8115
1489, 23204
1494, 1832
1495, 11698
1497, 2665
1492, 29642
1498, 2112
1500, 4569
1496, 104240
1501, 85623
1499, 142582
1503, 54778
1502, 64269
1504, 11128
1507, 6439
1508, 5392
1505, 25590
1506, 24284
1509, 12514
1510, 8853
1511, 7440
1514, 6846
1513, 28323
1512, 32836
1515, 23359
1516, 6766
1517, 6738
1518, 6664
1519, 6775
1520, 8406
1521, 10176
1522, 9900
1523, 7519
1524, 6581
1525, 6268
1527, 7700
1528, 7607
1526, 13951
1530, 2977
1529, 6836
1531, 19753
1532, 24966
1533, 24894
1534, 12330
1536, 11729
1535, 17121
1537, 12909
1540, 2996
1538, 10072
1539, 10641
1541, 11531
1542, 11468
1543, 9600
1546, 22753
1544, 29218
1548, 3763
1545, 33510
1547, 15618
1549, 11750
1550, 11789
1551, 5679
1552, 5501
1553, 5132
1554, 6602
1555, 6243
1556, 8158
1559, 4040
1557, 11431
1558, 10469
1562, 3245
1560, 17837
1563, 17755
1564, 8332
1565, 5124
1566, 6049
1567, 4437
1561, 36020
1570, 4875
1569, 9789
1568, 13259
1571, 10151
1572, 10094
1573, 9946
1575, 3517
1574, 12549
1576, 22634
1577, 24823
1578, 21014
1579, 8896
1580, 12788
1581, 12822
1582, 13118
1583, 7032
1586, 6289
1584, 15903
1585, 15750
1587, 9904
1588, 6561
1589, 11551
1592, 21980
1590, 32989
1591, 33033
1593, 5447
1594, 5097
1595, 5364
1596, 9856
1599, 3592
1597, 15980
1598, 16649
1600, 12342
1603, 2956
1601, 13584
1602, 13776
1604, 5951
1605, 4571
1606, 4197
1607, 8319
1609, 8432
1608, 16631
1610, 9346
1613, 3912
1611, 12176
1614, 1934
1612, 7153
1615, 2031
1616, 1213
1618, 2486
1619, 10647
1620, 15381
1617, 33087
1622, 20152
1624, 7340
1621, 37511
1626, 5985
1623, 25498
1627, 2303
1625, 12605
1628, 1201
1630, 1555
1631, 1072
1633, 1204
1632, 1519
1629, 11702
1634, 8250
1635, 8247
1636, 4322
1639, 1274
1638, 3726
1640, 1171
1641, 1295
1637, 7255
1643, 580
1642, 947
1645, 927
1646, 3504
1647, 3422
1648, 1246
1649, 1048
1651, 989
1650, 2767
1652, 1613
1644, 11123
1653, 2481
1655, 4734
1656, 4111
1654, 6398
1659, 1047
1658, 1899
1660, 2076
1661, 1874
1662, 2413
1663, 4124
1664, 2180
1657, 12317
1665, 5254
1666, 32990
1667, 30386
1669, 4379
1670, 5101
1671, 2477
1672, 1296
1668, 36471
1674, 2047
1675, 2889
1673, 6185
1676, 3500
1678, 1755
1679, 3177
1680, 3573
1681, 3001
1682, 2613
1677, 12838
1684, 1342
1683, 4742
1685, 2162
1687, 2853
1688, 3875
1690, 2035
1689, 3658
1686, 10206
1691, 1801
1692, 2248
1695, 3281
1694, 4482
1696, 687
1697, 1220
1698, 997
1693, 7136
1699, 1598
1701, 3260
1702, 4535
1704, 2897
1703, 5794
1705, 2095
1706, 5035
1700, 17050
1707, 5200
1710, 792
1709, 2908
1712, 1851
1711, 2851
1708, 7945
1713, 2879
1715, 3341
1716, 2671
1714, 7477
1717, 3230
1718, 2401
1719, 5211
1721, 7566
1720, 9706
1722, 7275
1725, 5919
1723, 11720
1724, 11054
1726, 4449
1728, 3824
1729, 3005
1727, 7789
1731, 882
1730, 3511
1733, 6151
1734, 6613
1736, 2876
1735, 4692
1732, 15789
1737, 9989
1738, 11203
1739, 8468
1740, 3766
1741, 3314
1743, 3425
1744, 1706
1745, 1216
1746, 1878
1747, 2570
1748, 2102
1742, 11225
1749, 5702
1750, 9996
1752, 6227
1751, 9885
1755, 2401
1753, 4923
1754, 6726
1756, 3572
1757, 3832
1759, 5772
1758, 6416
1761, 35533
1760, 41540
1762, 38885
1764, 4603
1763, 15087
1765, 17435
1766, 18010
1767, 9108
1768, 6989
1769, 10472
1772, 2505
1773, 4768
1770, 17984
1771, 23665
1775, 21482
1776, 15711
1774, 28618
1777, 9930
1778, 10372
1780, 1890
1781, 3089
1782, 3394
1783, 3447
1784, 3702
1786, 2950
1785, 4041
1788, 2374
1787, 4146
1779, 25077
1789, 6938
1790, 9566
1792, 10584
1793, 13254
1791, 42253
1795, 22025
1797, 5423
1796, 9040
1798, 2031
1799, 3243
1800, 4738
1801, 1571
1803, 1031
1802, 1382
1804, 2015
1805, 2089
1807, 1767
1806, 2463
1808, 1259
1809, 1547
1810, 1538
1811, 2619
1812, 2182
1813, 1828
1814, 1632
1815, 907
1817, 735
1816, 1769
1818, 905
1819, 1199
1820, 1651
1821, 2224
1822, 1569
1794, 63412
1823, 1350
1825, 715
1824, 1489
1827, 718
1826, 2434
1829, 2445
1831, 2071
1830, 4596
1832, 2247
1833, 2543
1828, 9821
1834, 1111
1836, 1144
1837, 1277
1838, 1942
1839, 2044
1835, 9175
1840, 21305
1841, 40963
1842, 38864
1843, 23640
1844, 3879
1846, 3751
1847, 1787
1848, 5758
1845, 20625
1849, 11948
1850, 17573
1852, 9195
1851, 11477
1853, 3466
1855, 1904
1856, 2364
1857, 1491
1854, 5217
1858, 1729
1859, 2176
1861, 2065
1862, 6128
1860, 10295
1863, 6817
1864, 2384
1865, 2921
1867, 2413
1866, 5663
1868, 5545
1869, 5800
1871, 1747
1872, 2560
1870, 6741
1873, 1791
1874, 778
1876, 1152
1877, 2269
1878, 1510
1879, 1005
1880, 1931
1881, 2462
1882, 1707
1884, 1617
1883, 2564
1875, 10631
1887, 948
1886, 1360
1888, 840
1889, 1130
1890, 808
1891, 1332
1892, 1073
1893, 989
1895, 1628
1894, 2911
1897, 635
1896, 1574
1885, 11105
1898, 993
1899, 1087
1900, 3105
1902, 1585
1903, 1186
1904, 1281
1905, 1536
1906, 1873
1907, 1074
1901, 10377
1909, 3331
1908, 3998
1910, 1096
1911, 920
1913, 705
1914, 1514
1915, 2100
1916, 1726
1917, 3120
1918, 2131
1919, 1505
1920, 1631
1921, 1728
1912, 11809
1922, 1054
1924, 959
1925, 1493
1926, 1538
1927, 1457
1928, 1100
1929, 1058
1930, 1375
1923, 11471
1931, 9146
1932, 8942
1933, 10589
1934, 7476
1935, 11080
1937, 5420
1936, 11018
1938, 6730
1939, 10186
1940, 10224
1941, 11673
1943, 8869
1944, 8340
1942, 15724
1945, 2202
1946, 1285
1947, 711
1948, 1522
1950, 954
1951, 2198
1952, 2843
1953, 1522
1954, 1653
1949, 7214
1955, 1926
1957, 1360
1958, 1259
1959, 1219
1960, 1499
1961, 1143
1962, 1099
1963, 1474
1964, 1247
1965, 985
1966, 1312
1967, 1029
1968, 991
1956, 11592
1969, 2123
1970, 2387
1972, 1664
1973, 2693
1974, 2446
1975, 3478
1976, 2070
1971, 8784
1977, 1629
1979, 1363
1980, 1440
1981, 1766
1982, 1214
1983, 654
1984, 1364
1985, 1296
1986, 1122
1987, 1660
1978, 9673
1989, 790
1988, 2118
1990, 1146
1992, 1487
1993, 2038
1994, 1320
1995, 991
1996, 1455
1991, 5504
1998, 679
1997, 1927
1999, 1413
2001, 2348
2002, 2184
2003, 1904
2004, 2341
2005, 1839
2006, 712
2008, 2726
2007, 4569
2009, 1789
2011, 1290
2010, 2282
2013, 780
2012, 1462
2015, 1513
2014, 2373
2000, 19553
2017, 1078
2016, 1699
2018, 1434
2019, 941
2020, 966
2022, 1237
2023, 1908
2024, 2270
2025, 2589
2026, 1844
2027, 1156
2021, 9418
2028, 2647
2029, 1561
2032, 713
2031, 1426
2030, 8708
2034, 8059
2033, 8698
2036, 1240
2037, 1675
2038, 1894
2039, 2009
2040, 1145
2041, 1665
2042, 1843
2043, 1428
2044, 1644
2045, 1421
2035, 12518
2046, 1641
2048, 1336
2049, 1978
2047, 4948
2051, 1873
2050, 4000
2052, 2327
2055, 1563
2054, 3256
2053, 7716
2056, 3815
2058, 807
2057, 6941
2059, 3637
2061, 998
2062, 1064
2063, 1051
2064, 1080
2065, 844
2066, 1174
2060, 8111
2068, 873
2069, 838
2067, 2771
1462, 1700819
2071, 5433
2070, 10951
2072, 13543
2075, 3550
2073, 17098
2077, 4857
2076, 5389
2078, 1486
2079, 771
2080, 1112
2081, 5337
2082, 5662
2084, 945
2083, 8776
2086, 4043
2085, 4784
2087, 1844
2088, 1648
2090, 1535
2091, 839
2092, 1036
2093, 973
2089, 5545
2094, 2144
2096, 831
2097, 1405
2098, 1777
2099, 1732
2100, 1367
2101, 1106
2102, 823
2103, 881
2095, 10534
2105, 2688
2104, 4084
2106, 1455
2074, 43259
2108, 1681
2110, 1321
2111, 1195
2112, 1684
2113, 1619
2114, 785
2115, 880
2116, 1055
2117, 3045
2109, 11708
2118, 9308
2120, 4737
2121, 2039
2119, 9211
2122, 1962
2123, 2669
2125, 3264
2126, 2133
2127, 2671
2128, 2495
2124, 8452
2129, 1202
2131, 1712
2132, 1253
2133, 1936
2134, 1874
2135, 840
2130, 7691
2136, 3263
2138, 1699
2139, 1723
2140, 982
2141, 1029
2142, 1291
2143, 1177
2144, 1132
2137, 10788
2145, 3928
2147, 1817
